4933401J01Rik chr1:3073252-3074322
Gm29019 chr15:82982724-82987830
AW121686 chr15:82982869-82989134
Nfam1 chr15:82997720-83033306
Serhl chr15:83100203-83116674
Gm17206 chr15:83102071-83105929
Rrp7a chr15:83113432-83122801
Poldip3 chr15:83125977-83149384
Rnu12 chr15:83149643-83149794
Cyb5r3 chr15:83153493-83172592
A4galt chr15:83226725-83251774
Arfgap3 chr15:83299739-83350247
1700001L05Rik chr15:83357559-83367277
Pacsin2 chr15:83375606-83464606
Ttll1 chr15:83483771-83510893
Gm24575 chr15:83516935-83517012
Bik chr15:83526861-83544635
Mcat chr15:83546796-83555711
Tspo chr15:83563591-83574203
Ttll12 chr15:83575643-83595157
Scube1 chr15:83602582-83725021
Mpped1 chr15:83779981-83858484
Efcab6 chr15:83866711-84065349
Sult4a1 chr15:84076096-84105754
Pnpla5 chr15:84112620-84123175
Pnpla3 chr15:84167815-84189512
Mir6392 chr15:84168269-84168377
Samm50 chr15:84192232-84214303
Parvb chr15:84232042-84315688
Gm22890 chr15:84323208-84323352
Parvg chr15:84324719-84342978
1810041L15Rik chr15:84379202-84447097
Ldoc1l chr15:84553397-84557823
Prr5 chr15:84669619-84703673
Arhgap8 chr15:84720051-84772207
Phf21b chr15:84785380-84856049
Gm29666 chr15:84910437-84920038
Nup50 chr15:84923427-84942955
5031439G07Rik chr15:84943935-84988000
Mir1249 chr15:84951525-84951623
Upk3a chr15:85017140-85022560
Fam118a chr15:85037061-85062828
Smc1b chr15:85064690-85131957
Ribc2 chr15:85132098-85144569
Fbln1 chr15:85205948-85286535
Atxn10 chr15:85336380-85463836
Gm23517 chr15:85351062-85351254
7530416G11Rik chr15:85492735-85503227
Wnt7b chr15:85535438-85581821
AU022754 chr15:85581141-85593708
D130051D11Rik chr15:85639746-85645934
Gm37699 chr15:85655665-85659003
Mirlet7c-2 chr15:85706602-85706697
Mirlet7b chr15:85707318-85707403
Ppara chr15:85735563-85802819
Cdpf1 chr15:85806971-85811697
Pkdrej chr15:85814675-85821733
Ttc38 chr15:85832305-85858822
Gtse1 chr15:85859706-85876572
Trmu chr15:85879319-85897392
Celsr1 chr15:85898757-86033777
Gramd4 chr15:86057694-86137634
Gm15722 chr15:86087639-86090060
Cerk chr15:86139128-86186141
Gm24011 chr15:86149583-86149851
Gm15569 chr15:86185727-86187152
Gm22818 chr15:86212553-86212657
Tbc1d22a chr15:86214458-86498503
Gm23416 chr15:87068992-87069087
n-R5s42 chr15:87169112-87169216
Fam19a5 chr15:87625229-87759336
Mir6393 chr15:87795849-87795943
Zdhhc25 chr15:88600301-88601669
Brd1 chr15:88687299-88734233
Zbed4 chr15:88751659-88784516
Alg12 chr15:88805243-88819318
Creld2 chr15:88819645-88826681
Gm23144 chr15:88835299-88835406
Pim3 chr15:88862185-88865718
Gm20621 chr15:88889779-88891516
Ttll8 chr15:88913897-88954410
Mlc1 chr15:88955883-88979007
Mov10l1 chr15:88982908-89055152
Gm23737 chr15:89019220-89019379
Panx2 chr15:89059733-89070907
1810021B22Rik chr15:89071195-89075852
Trabd chr15:89076012-89087077
Selo chr15:89089083-89100340
Tubgcp6 chr15:89098356-89123087
Hdac10 chr15:89123306-89128700
Mapk12 chr15:89130584-89140703
Mapk11 chr15:89142485-89149606
Plxnb2 chr15:89155548-89171120
Mir7118 chr15:89162847-89162908
Dennd6b chr15:89182216-89196474
Mir6958 chr15:89185464-89185537
Gm26798 chr15:89211558-89215012
Ppp6r2 chr15:89253034-89286261
Sbf1 chr15:89288235-89315311
Mir6959 chr15:89305657-89305732
Adm2 chr15:89322971-89324728
Miox chr15:89334397-89337015
Lmf2 chr15:89351003-89355659
Ncaph2 chr15:89355718-89372826
Sco2 chr15:89371638-89373818
Tymp chr15:89371930-89377039
Odf3b chr15:89377449-89379254
Klhdc7b chr15:89386826-89388867
Syce3 chr15:89390173-89410503
Cpt1b chr15:89416404-89425863
Chkb chr15:89426366-89429899
C730034F03Rik chr15:89429588-89430868
Mapk8ip2 chr15:89453912-89464468
Arsa chr15:89472475-89477425
C230037L18Rik chr15:89476235-89484847
Shank3 chr15:89499622-89560261
Gm15609 chr15:89520095-89523677
Acr chr15:89568325-89574585
Rabl2 chr15:89582532-89591923
Syt10 chr15:89782392-89841860
Gm24643 chr15:89888951-89889052
Gm24415 chr15:90054408-90054515
Alg10b chr15:90224310-90230554
Mir7648 chr15:90224359-90224412
Cpne8 chr15:90487482-90679432
Kif21a chr15:90933275-91049948
Abcd2 chr15:91145883-91191807
CN725425 chr15:91199493-91260894
Slc2a13 chr15:91267695-91573261
Gm24647 chr15:91559670-91559783
4933438A12Rik chr15:91597582-91604676
Gm25389 chr15:91617151-91617437
Lrrk2 chr15:91673174-91816120
Smgc chr15:91838264-91861435
Muc19 chr15:91838325-91934555
Cntn1 chr15:92051164-92341967
Gm26760 chr15:92344358-92378088
Pdzrn4 chr15:92396914-92771819
Gm37304 chr15:92477323-92480209
RP23-144M22.1 chr15:93001823-93002637
Gm24447 chr15:93234362-93234700
Gxylt1 chr15:93239741-93275161
Yaf2 chr15:93284277-93336808
Gm26371 chr15:93344683-93344787
Zcrb1 chr15:93386096-93398334
Pphln1 chr15:93398349-93491913
Prickle1 chr15:93499113-93595891
Adamts20 chr15:94270162-94404258
Pus7l chr15:94522687-94543547
Irak4 chr15:94543642-94581815
Twf1 chr15:94577950-94589879
Tmem117 chr15:94629184-95096097
Gm25546 chr15:94681254-94681386
Gm23129 chr15:94987006-94987138
1700129L04Rik chr15:95097541-95162394
Nell2 chr15:95219450-95528706
Gm24668 chr15:95606561-95606665
Dbx2 chr15:95623562-95655960
A130051J06Rik chr15:95787855-95791642
Ano6 chr15:95790842-95975464
Gm17546 chr15:95824458-95830072
Gm25070 chr15:95879715-95879817
D030018L15Rik chr15:96051615-96079553
2610037D02Rik chr15:96134818-96284495
4833422M21Rik chr15:96231869-96254684
Arid2 chr15:96287517-96404992
Gm25397 chr15:96404857-96404949
Scaf11 chr15:96411697-96460843
Slc38a1 chr15:96571417-96642913
Gm22045 chr15:96671792-96671900
Slc38a2 chr15:96687393-96699698
Gm38144 chr15:96700172-96700637
Gm8888 chr15:96766760-96767141
Slc38a4 chr15:96994822-97055956
Amigo2 chr15:97244073-97247287
Pced1b chr15:97247106-97385689
Rpap3 chr15:97675104-97705822
Endou chr15:97711018-97731405
Rapgef3 chr15:97744769-97767846
Rapgef3os1 chr15:97760407-97766961
Rapgef3os2 chr15:97766548-97768713
Slc48a1 chr15:97784354-97792692
Hdac7 chr15:97792663-97844502
Vdr chr15:97854424-97908310
Gm22202 chr15:97935284-97935595
Tmem106c chr15:97964228-97970286
Col2a1 chr15:97975601-98004695
Senp1 chr15:98038743-98093744
Gm25668 chr15:98069751-98069880
Pfkm chr15:98092588-98132447
Gm26513 chr15:98093282-98095771
Asb8 chr15:98134636-98165625
Ccdc184 chr15:98167805-98170134
Olfr288 chr15:98186012-98195542
Gm44579 chr15:98186016-98220977
Olfr287 chr15:98206970-98221056
H1fnt chr15:98255981-98257307
Zfp641 chr15:98285587-98296130
Olfr285 chr15:98312588-98313548
Olfr284 chr15:98340021-98340987
Olfr283 chr15:98378095-98379197
1700031M16Rik chr15:98398418-98416268
Olfr282 chr15:98437469-98438397
Olfr281 chr15:98456284-98457342
Lalba chr15:98480399-98482683
Olfr279 chr15:98492401-98498406
Kansl2 chr15:98518820-98534244
Snora34 chr15:98519715-98519853
Mir1291 chr15:98519761-98519878
Snora2b chr15:98526345-98526482
Ccnt1 chr15:98538688-98570923
9330020H09Rik chr15:98567323-98569583
4930415O20Rik chr15:98571003-98589588
Gm29331 chr15:98589989-98591090
Adcy6 chr15:98589993-98607633
Cacnb3 chr15:98632219-98644530
Ddx23 chr15:98645133-98662889
Rnd1 chr15:98663420-98677461
Ccdc65 chr15:98708206-98723326
Fkbp11 chr15:98724372-98728198
Arf3 chr15:98737620-98763211
Wnt10b chr15:98771752-98778150
Wnt1 chr15:98789856-98793837
Ddn chr15:98803781-98807925
B130046B21Rik chr15:98807031-98816077
Prkag1 chr15:98812797-98831508
Kmt2d chr15:98831668-98871204
Rhebl1 chr15:98877777-98881404
Dhh chr15:98893030-98898540
Lmbr1l chr15:98903920-98918231
Tuba1b chr15:98931424-98934565
Tuba1a chr15:98949840-98953551
4930578M01Rik chr15:98985964-98989281
Gm8973 chr15:99006055-99006370
Tuba1c chr15:99029890-99038105
Prph chr15:99055173-99058978
Troap chr15:99074972-99083407
Mir6960 chr15:99080804-99080865
C1ql4 chr15:99084685-99087817
Dnajc22 chr15:99099411-99104737
Spats2 chr15:99126577-99213206
Gm25183 chr15:99133066-99133172
Gm25057 chr15:99174849-99174937
Kcnh3 chr15:99224975-99242817
Mcrs1 chr15:99242817-99251961
1700120C14Rik chr15:99251787-99262044
Gm25999 chr15:99254881-99255014
Fam186b chr15:99271017-99287180
Prpf40b chr15:99295270-99317018
Fmnl3 chr15:99317224-99370482
Gm22951 chr15:99368028-99368135
Tmbim6 chr15:99392881-99410049
Nckap5l chr15:99422034-99457748
Nckap5los chr15:99427700-99435313
Bcdin3d chr15:99470083-99474730
Faim2 chr15:99497004-99528017
Aqp2 chr15:99579055-99584545
Aqp5 chr15:99590848-99594829
Aqp6 chr15:99601399-99605477
Racgap1 chr15:99620495-99651656
Asic1 chr15:99670717-99701127
Gm17349 chr15:99702175-99705490
Smarcd1 chr15:99702286-99713995
Gm16537 chr15:99715542-99724474
Gpd1 chr15:99717514-99725005
Cox14 chr15:99725617-99728136
Cers5 chr15:99734880-99772601
Gm17058 chr15:99765990-99782332
Lima1 chr15:99778469-99875428
Gm25897 chr15:99803019-99803126
Gm17057 chr15:99819019-99834570
Fam186a chr15:99918347-99967075
Gm21917 chr15:99931710-99953044
Gm23133 chr15:99937306-99937441
Larp4 chr15:99970073-100016351
2310068J16Rik chr15:99972163-99973287
Dip2b chr15:100038663-100219473
Atf1 chr15:100227818-100261244
Tmprss12 chr15:100280836-100293053
Mettl7a1 chr15:100304816-100314348
Mettl7a3 chr15:100334928-100340341
Methig1 chr15:100353148-100383964
Mettl7a2 chr15:100353199-100361840
Higd1c chr15:100364541-100383964
Slc11a2 chr15:100387897-100423055
Gm5475 chr15:100422146-100428150
n-R5s43 chr15:100449683-100449793
5330439K02Rik chr15:100459739-100468691
Letmd1 chr15:100469033-100479252
Csrnp2 chr15:100479569-100495239
Tfcp2 chr15:100502798-100552008
Pou6f1 chr15:100575317-100599984
Gm20680 chr15:100586095-100592037
Gm27209 chr15:100595415-100597293
C330013E15Rik chr15:100614139-100615110
Dazap2 chr15:100615627-100620731
Smagp chr15:100621341-100636865
Bin2 chr15:100641076-100669553
Mir6961 chr15:100649162-100649229
Cela1 chr15:100674424-100687920
Galnt6 chr15:100691812-100729376
Galnt6os chr15:100695779-100704896
Slc4a8 chr15:100761746-100823968
Scn8a chr15:100870682-101045938
Fignl2 chr15:101050193-101054399
Ankrd33 chr15:101115754-101120022
Acvrl1 chr15:101128521-101145336
Gm16031 chr15:101129915-101131592
Acvr1b chr15:101174066-101213679
Mir6962 chr15:101193868-101193931
A330009N23Rik chr15:101221195-101224121
Grasp chr15:101224206-101232755
Nr4a1 chr15:101266845-101274792
Atg101 chr15:101284300-101290934
6030408B16Rik chr15:101293211-101297426
Krt80 chr15:101349570-101370125
Mir1941 chr15:101369351-101369434
Krt7 chr15:101412401-101430313
Krt87 chr15:101431489-101438804
Krt88 chr15:101447744-101453909
Krt81 chr15:101459060-101463765
Krt86 chr15:101473477-101479983
Krt83 chr15:101485130-101491512
Krt84 chr15:101525025-101532820
Krt82 chr15:101541228-101550659
Krt90 chr15:101552355-101562950
Gm44393 chr15:101557196-101557334
Krt75 chr15:101563344-101573904
Gm44460 chr15:101570182-101570311
Gm5414 chr15:101624027-101628188
Gm5478 chr15:101643023-101647380
Gm44479 chr15:101645143-101645259
Krt6b chr15:101676033-101680289
Gm44383 chr15:101678031-101678160
Krt6a chr15:101689931-101694307
Gm44342 chr15:101692210-101692339
Krt5 chr15:101707069-101712891
Gm44323 chr15:101710273-101710402
Krt71 chr15:101733949-101743109
Krt74 chr15:101754258-101763504
Krt72 chr15:101776171-101786458
Krt73 chr15:101793307-101802343
Krt2 chr15:101810688-101818169
Krt1 chr15:101845427-101850786
Krt77 chr15:101858731-101869705
Krt76 chr15:101884350-101892920
Gm44356 chr15:101888396-101888507
Krt4 chr15:101918535-101924735
Krt79 chr15:101929331-101940324
Krt78 chr15:101946003-101954287
Krt8 chr15:101996710-102004342
Krt18 chr15:102028215-102032026
Eif4b chr15:102073772-102097172
Tns2 chr15:102102987-102116401
Spryd3 chr15:102116527-102136234
Igfbp6 chr15:102144361-102149511
Soat2 chr15:102150525-102163474
Csad chr15:102176997-102189043
Zfp740 chr15:102203647-102215606
Itgb7 chr15:102215994-102231935
Rarg chr15:102234937-102257517
Gm9918 chr15:102270562-102274121
Mfsd5 chr15:102279455-102281744
Espl1 chr15:102296292-102324356
Pfdn5 chr15:102326115-102331873
Myg1 chr15:102331708-102338139
Aaas chr15:102338246-102350759
Sp7 chr15:102356608-102366325
Gm23590 chr15:102373879-102373983
Sp1 chr15:102406327-102436404
Amhr2 chr15:102445366-102454630
Gm26518 chr15:102455525-102483722
Gm24128 chr15:102456562-102456661
Prr13 chr15:102459174-102462806
Pcbp2 chr15:102470631-102500059
Gm27406 chr15:102485907-102486089
Map3k12 chr15:102497648-102517064
Gm10337 chr15:102503721-102503886
Tarbp2 chr15:102518356-102523676
Npff chr15:102523838-102524715
Gm28047 chr15:102523842-102625067
Atf7 chr15:102525945-102625453
Gm25141 chr15:102627778-102627885
Atp5g2 chr15:102662863-102671127
Mir688 chr15:102671791-102671866
Calcoco1 chr15:102706778-102722178
Hoxc13 chr15:102921102-102928814
Hoxc12 chr15:102936756-102938609
Hotair chr15:102944061-102947730
Gm27337 chr15:102945358-102945427
Gm27443 chr15:102947495-102947593
Gm28011 chr15:102949433-102949608
Gm27535 chr15:102949775-102949932
Hoxc11 chr15:102954426-102957708
Hoxc10 chr15:102966795-102971893
Mir196a-2 chr15:102973349-102973434
Hoxc9 chr15:102977031-102985099
Hoxc8 chr15:102990606-102993821
Hoxc6 chr15:103009572-103011881
Hoxc5 chr15:103013814-103017429
Mir615 chr15:103014909-103015001
Hoxc4 chr15:103018933-103036852
5730585A16Rik chr15:103058279-103059306
Gm28876 chr15:103096150-103102111
Gm10830 chr15:103102236-103105069
Gm28265 chr15:103102283-103104602
D930007P13Rik chr15:103123069-103146828
Smug1 chr15:103153306-103158002
Cbx5 chr15:103191543-103239816
Hnrnpa1 chr15:103240431-103244955
Nfe2 chr15:103248211-103255439
Copz1 chr15:103272910-103299862
Mir148b chr15:103285124-103285221
Gpr84 chr15:103308235-103310438
Zfp385a chr15:103313894-103340086
Itga5 chr15:103344288-103366763
Mir6963 chr15:103350454-103350525
Gm37322 chr15:103378070-103378407
Gtsf1 chr15:103402404-103430470
BC048502 chr15:103438964-103448459
Nckap1l chr15:103453824-103498800
Pde1b chr15:103503297-103530052
Ppp1r1a chr15:103530278-103537992
Glycam1 chr15:103562761-103565078
Gm22852 chr15:103853418-103853519
Mucl2 chr15:103895858-103899309
Gm23215 chr16:3249583-3249704
Gm22862 chr16:3353751-3353872
Gm22598 chr16:3535484-3535611
Olfr161 chr16:3592397-3593339
Mefv chr16:3707214-3718124
Zfp263 chr16:3744092-3750784
Olfr15 chr16:3838974-3839913
Zfp174 chr16:3847267-3858880
Zfp597 chr16:3861527-3872396
Gm26675 chr16:3862383-3884505
Naa60 chr16:3884618-3904780
Gm20695 chr16:3884647-3919517
1700037C18Rik chr16:3904302-3908689
Cluap1 chr16:3908824-3941147
1700016D08Rik chr16:3908824-3909192
Gm23493 chr16:3927198-3927286
Gm15537 chr16:3927788-3929357
Nlrc3 chr16:3945006-3976632
Slx4 chr16:3979122-4001680
Gm15879 chr16:4032838-4037847
Dnase1 chr16:4036969-4040024
Trap1 chr16:4039970-4077827
Gm23413 chr16:4057372-4057497
Crebbp chr16:4081327-4213997
Gm37186 chr16:4170775-4173636
Adcy9 chr16:4287528-4420498
Srl chr16:4480215-4523075
Tfap4 chr16:4544660-4559720
Glis2 chr16:4594712-4615957
Pam16 chr16:4616463-4624988
Coro7 chr16:4626132-4679777
Vasn chr16:4639940-4650802
Dnaja3 chr16:4684069-4707695
Nmral1 chr16:4710058-4719356
Hmox2 chr16:4726362-4766742
Gm15859 chr16:4729868-4730809
Cdip1 chr16:4765460-4790292
Gm15835 chr16:4777742-4779454
4930562C15Rik chr16:4835415-4867691
Ubald1 chr16:4874777-4880315
Mgrn1 chr16:4886099-4938296
Gm16861 chr16:4935047-4939585
Nudt16l1 chr16:4939110-4941020
Anks3 chr16:4941414-4964237
4930451G09Rik chr16:4968935-4978962
12-Sep chr16:4986857-4997852
Smim22 chr16:5007287-5008309
Gm42477 chr16:5008369-5013418
Rogdi chr16:5008729-5013527
Glyr1 chr16:5013905-5049910
Ubn1 chr16:5050067-5086285
Gm23483 chr16:5060774-5060882
Ppl chr16:5086290-5132481
Sec14l5 chr16:5147108-5183934
Nagpa chr16:5195288-5204012
AU021092 chr16:5211827-5222299
Mir6364 chr16:5215788-5215874
Gm23689 chr16:5223363-5223473
Gm26095 chr16:5227919-5228029
Alg1 chr16:5233620-5244912
Eef2kmt chr16:5244151-5255983
Gm15983 chr16:5254785-5289621
n-R5s30 chr16:5324035-5324157
1700123O21Rik chr16:5975584-5998496
Rbfox1 chr16:6809221-7412479
Gm23476 chr16:8203974-8204248
Gm26159 chr16:8336992-8337096
Gm24579 chr16:8402813-8402957
Tmem114 chr16:8409275-8425136
Gm25782 chr16:8449497-8449786
Mettl22 chr16:8470787-8490684
Gm23706 chr16:8480659-8480741
Abat chr16:8513428-8621568
Gm22137 chr16:8623162-8623270
Tmem186 chr16:8633883-8637712
Pmm2 chr16:8637673-8657531
Carhsp1 chr16:8658586-8672153
Gm43786 chr16:8680769-8683911
Usp7 chr16:8689594-8792308
Gm25805 chr16:8766168-8766276
1810013L24Rik chr16:8830099-8858916
Gm22224 chr16:8873078-8873171
Grin2a chr16:9567897-9994923
Rpl39l chr16:10170225-10174911
Atf7ip2 chr16:10192711-10243051
Gm24667 chr16:10237917-10238020
Gm22932 chr16:10273749-10273821
Emp2 chr16:10281748-10313968
Tekt5 chr16:10357947-10395490
Nubp1 chr16:10411947-10424428
Tvp23a chr16:10420556-10447362
Ciita chr16:10488177-10527564
Dexi chr16:10502530-10543054
Clec16a chr16:10545338-10744878
Gm15558 chr16:10669247-10683539
Socs1 chr16:10783807-10785536
Tnp2 chr16:10787935-10788655
Prm3 chr16:10790504-10790914
Prm2 chr16:10791379-10796134
Prm1 chr16:10796325-10796886
Gm11172 chr16:10812914-10812994
Gm26822 chr16:10827926-10833507
Rmi2 chr16:10835058-10843238
Gm21859 chr16:10912011-10914797
Litaf chr16:10959274-10993121
Gm26268 chr16:10965723-10965849
Gm24961 chr16:10994385-10994569
Gm4262 chr16:11008897-11015186
Snn chr16:11066297-11074983
Txndc11 chr16:11074910-11134650
Zc3h7a chr16:11136591-11176393
Gm23935 chr16:11144124-11144181
Gm24145 chr16:11167104-11167267
4930509G22Rik chr16:11178175-11192292
Rsl1d1 chr16:11192969-11203331
2610020C07Rik chr16:11203382-11225796
Gspt1 chr16:11219291-11254270
Mir1945 chr16:11254367-11254445
Tnfrsf17 chr16:11313811-11320074
Snx29 chr16:11322907-11755472
Gm4279 chr16:11688168-11691857
Cpped1 chr16:11803720-11909445
Gm9961 chr16:11901362-11930600
Shisa9 chr16:11984580-12270902
1700003L19Rik chr16:12811389-12848653
Ercc4 chr16:13109683-13148734
Mkl2 chr16:13256480-13417529
Gm15738 chr16:13354373-13468745
Mir193b chr16:13449522-13449601
Mir365-1 chr16:13453839-13453926
RP23-402A16.3 chr16:13462545-13467237
Mir6365 chr16:13471079-13471180
2310015D24Rik chr16:13514130-13520419
Gm25276 chr16:13531427-13531551
Parn chr16:13537963-13668170
Bfar chr16:13671857-13703612
3110001I22Rik chr16:13671928-13678405
Pla2g10 chr16:13715056-13730983
Pla2g10os chr16:13729835-13737580
Rrn3 chr16:13780698-13814840
Gm27734 chr16:13819231-13819320
Ntan1 chr16:13819250-13835451
Pdxdc1 chr16:13833147-13903131
Mpv17l chr16:13903160-13949619
Gm26213 chr16:13969347-13969457
Ifitm7 chr16:13981701-13986855
2900011O08Rik chr16:13986603-14101500
Marf1 chr16:14109165-14159274
Gm27671 chr16:14128565-14128631
Mir484 chr16:14159625-14159692
Nde1 chr16:14163274-14192928
Myh11 chr16:14194526-14291408
Fopnl chr16:14299243-14317375
Gm15868 chr16:14311840-14314014
Gm15869 chr16:14316073-14317285
Abcc1 chr16:14361559-14475737
Gm23116 chr16:14382806-14382873
Gm1758 chr16:14502099-14509199
A630010A05Rik chr16:14589208-14621286
Snai2 chr16:14705851-14709395
Gm25547 chr16:14807162-14807269
Efcab1 chr16:14906636-14925879
Gm21897 chr16:15317457-15318957
Ube2v2 chr16:15552676-15594524
Mcm4 chr16:15623896-15637400
Prkdc chr16:15637888-15842235
Mzt2 chr16:15848440-15863369
Cebpd chr16:15887285-15891031
Spidr chr16:15889226-16146851
n-R5s31 chr16:16010899-16011009
Pkp2 chr16:16213317-16272712
Yars2 chr16:16302964-16309640
Dnm1l chr16:16312234-16359030
Fgd4 chr16:16416916-16599978
Olfr19 chr16:16672875-16674017
Spag6l chr16:16753015-16829313
Igll1 chr16:16860670-16863985
Vpreb1 chr16:16868402-16869255
Top3b chr16:16870756-16892990
Ppm1f chr16:16896468-16927364
Mapk1 chr16:16983381-17047453
Gm22558 chr16:17006106-17006201
1700056N10Rik chr16:17047519-17049111
Ypel1 chr16:17069695-17086736
