Myo81F 3R:567076-2532932
snRNA:LU 2L:3046765-3046880
snRNA:U5:23D 2L:3048701-3048831
FASN1 2L:3056598-3068177
toc 2L:3068345-3144786
PpD6 2L:3109672-3110998
CG15403 2L:3128635-3129489
ND-B14.5B 2L:3144953-3145848
Mad 2L:3146056-3159643
gkt 2L:3159950-3162399
CR31953 2L:3162515-3163289
Hydr2 2L:3163645-3169462
tRNA:Ser-AGA-2-3 2L:3169582-3169663
CG44002 2L:3169820-3171092
CR44003 2L:3171035-3172799
tRNA:Ser-AGA-2-4 2L:3173003-3173084
CG31698 2L:3173205-3173840
CG15404 2L:3173972-3174504
CG34393 2L:3175112-3200496
CR45336 2L:3210515-3211156
CR45337 2L:3260973-3261281
CR45338 2L:3261638-3262007
CR45706 2L:3264168-3265714
CR44484 2L:3268269-3268646
CG3347 2L:3269437-3271806
CG3332 2L:3275800-3280534
CR44485 2L:3287822-3288591
CG9664 2L:3291245-3294706
CG9663 2L:3294926-3303130
CG3277 2L:3304100-3317418
CG15406 2L:3309222-3311682
Fign 2L:3316794-3319872
CG8837 2L:3320245-3323141
CG33281 2L:3324237-3326637
CG33282 2L:3327903-3329792
CG3285 2L:3330928-3332876
CG15408 2L:3332814-3334790
E23 2L:3334875-3354829
CG8838 2L:3357646-3358618
CG34394 2L:3358640-3373372
CG15412 2L:3373567-3375711
CG9662 2L:3375832-3376737
Ptpa 2L:3377002-3378590
CR45301 2L:3386863-3387278
Sfp23F 2L:3387354-3387743
CG42460 2L:3387882-3388496
CR44791 2L:3389348-3389753
lncRNA:TS15 2L:3397323-3398444
CG34175 2L:3398023-3398684
pgant2 2L:3404460-3426719
CG8840 2L:3410560-3411199
CG31952 2L:3416693-3418068
CG2772 2L:3445992-3447589
Snx1 2L:3449683-3452106
CG12795 2L:3452466-3453755
Cog3 2L:3453697-3457064
Sec5 2L:3457302-3460367
CG3246 2L:3460322-3461952
msl-2 2L:3462218-3466112
mir-4971 2L:3463290-3463400
ND-PDSW 2L:3466157-3467334
Pif1 2L:3467342-3470004
CG31776 2L:3470182-3472364
pgant4 2L:3472603-3475338
CR45372 2L:3475365-3476058
CR43928 2L:3476343-3477648
Thor 2L:3478434-3479612
CG15414 2L:3480755-3491071
tim 2L:3493986-3508119
CR45299 2L:3508598-3509036
CG31954 2L:3509058-3510102
CR45300 2L:3509099-3509440
LeuRS 2L:3510328-3514656
CG17593 2L:3514872-3517264
CG3213 2L:3517273-3519651
CG8851 2L:3519677-3522555
Sr-CIV 2L:3522521-3524056
CG8852 2L:3525131-3527588
Spindly 2L:3527387-3530317
IFT57 2L:3530789-3532678
CR44308 2L:3537844-3538333
drm 2L:3539247-3548423
CR44309 2L:3562038-3563118
CR44747 2L:3563308-3563540
CR43822 2L:3575350-3575806
CG43815 2L:3576210-3576623
sob 2L:3578013-3580769
lncRNA:TS2 2L:3587068-3587469
CR43823 2L:3588485-3590301
odd 2L:3604224-3606756
CR44310 2L:3616296-3617619
Dot 2L:3619097-3621573
CG15418 2L:3621110-3621704
for 2L:3622074-3656953
mir-4972 2L:3636967-3637073
Drgx 2L:3662745-3692114
Sfp24Ba 2L:3667977-3668551
Sfp24Bd 2L:3668691-3669134
Sfp24Bb 2L:3669261-3669775
Sfp24Bc 2L:3670131-3670581
CG16704 2L:3692123-3692587
CG3513 2L:3692699-3693182
Acp24A4 2L:3693184-3693905
CR43364 2L:3694105-3694418
CG43165 2L:3694431-3695020
CG16713 2L:3695032-3695411
IM33 2L:3696218-3696658
CG3604 2L:3697242-3697872
CG10031 2L:3698451-3699092
CG42464 2L:3699464-3699826
CG42465 2L:3700195-3700658
Sfp24C1 2L:3700674-3701092
CG42467 2L:3701290-3701699
CG43145 2L:3701826-3702248
CR44311 2L:3702614-3702947
CG2816 2L:3703659-3704253
CG31778 2L:3704106-3705488
CG31777 2L:3706551-3707063
cutlet 2L:3707230-3711748
CG31955 2L:3711881-3713105
CG2818 2L:3713360-3716810
lectin-24A 2L:3716800-3717773
Shaw 2L:3718185-3729145
CG10019 2L:3730466-3754617
CG43707 2L:3757256-3769525
CG43703 2L:3765494-3765863
mir-1004 2L:3767621-3767688
CR43704 2L:3769926-3770454
bowl 2L:3771700-3784121
CG31960 2L:3784947-3785622
CR31958 2L:3785738-3786343
bark 2L:3787167-3802726
Reph 2L:3803545-3810671
CG3407 2L:3810801-3813410
CR44076 2L:3815438-3815948
CR44077 2L:3817724-3818534
slp1 2L:3825675-3827099
slp2 2L:3836840-3839185
CR44983 2L:3845130-3845716
CR45451 2L:3851951-3852604
CR45449 2L:3854288-3854994
CR45450 2L:3856478-3857172
CR44078 2L:3861405-3862097
CG3964 2L:3862668-3867507
Cep97 2L:3867697-3871425
CG31957 2L:3871271-3872458
capu 2L:3872646-3902860
fred 2L:3902928-3991713
CG31773 2L:3911796-3914288
CG43797 2L:4000018-4000806
CR45344 2L:4001084-4001620
CG34176 2L:4004080-4004480
CG15422 2L:4004984-4005670
CG15423 2L:4006041-4006606
CG43773 2L:4007690-4007984
CG43774 2L:4008653-4009090
ed 2L:4031377-4115749
CR44984 2L:4074279-4075952
snoRNA:Me28S-C437 2L:4085890-4086005
Sr-CIII 2L:4120343-4121627
Sr-CI 2L:4121702-4124153
CG2955 2L:4149279-4151203
Or24a 2L:4164689-4166134
CR45791 2L:4185268-4186093
CR44057 2L:4185401-4186187
TBCC 2L:4186250-4187793
lectin-24Db 2L:4188123-4189284
CG3714 2L:4189340-4198071
ft 2L:4198404-4221796
CG3702 2L:4224650-4227097
RpL40 2L:4227699-4228561
CR44608 2L:4228921-4229458
CR45720 2L:4240014-4240820
CR44058 2L:4241070-4242397
CR44059 2L:4246209-4249676
CR45294 2L:4255720-4256085
CR45295 2L:4256132-4256519
CR45296 2L:4256798-4257295
CG15425 2L:4257572-4258425
CR44080 2L:4259946-4261101
Art2 2L:4277696-4281324
tutl 2L:4283148-4323781
bdl 2L:4324554-4331830
Atet 2L:4333913-4345776
mir-1005 2L:4343696-4343756
CR44697 2L:4347501-4347954
CR44698 2L:4348318-4348678
CR44699 2L:4349172-4349685
CR44700 2L:4350999-4351449
CG15429 2L:4352975-4354034
CR45363 2L:4361689-4371303
Traf4 2L:4361925-4380716
CG17612 2L:4380722-4382735
Vps53 2L:4382925-4386062
Psf2 2L:4386182-4387356
Tps1 2L:4388327-4392778
CG3652 2L:4392770-4393876
l(2)k05819 2L:4394196-4400487
CG33003 2L:4400953-4403142
Dim1 2L:4403251-4403955
CG15431 2L:4403992-4441282
CG43055 2L:4411155-4411824
tRNA:Trp-CCA-2-1 2L:4418977-4419048
CG34177 2L:4433908-4435057
CG34178 2L:4433908-4435057
CG43056 2L:4437787-4438201
Sfp24F 2L:4441429-4442060
CG15432 2L:4442320-4442985
morgue 2L:4442870-4444680
Elp3 2L:4444732-4446765
MFS18 2L:4446670-4448635
CG15439 2L:4449295-4453038
CG15440 2L:4453169-4454453
ND-B8 2L:4454626-4455207
Gs1l 2L:4455137-4456807
RpL27A 2L:4457186-4458364
snoRNA:Me18S-C1831 2L:4457603-4457674
mRpL27 2L:4458595-4459638
CG15435 2L:4459729-4461746
CG15443 2L:4461657-4463447
CG15436 2L:4463611-4465075
FIG4 2L:4465174-4468022
ine 2L:4468000-4477022
dpy 2L:4477462-4614300
HP6 2L:4577719-4578218
CR43716 2L:4582250-4582968
CR44609 2L:4619587-4620918
CR45452 2L:4633881-4634342
BG642163 2L:4641296-4642872
CG15635 2L:4642972-4646562
CG43798 2L:4647051-4647920
CG3355 2L:4651403-4652892
lncRNA:TS6 2L:4655478-4656209
CG11929 2L:4682677-4687232
Bsg25A 2L:4683052-4684461
Elba3 2L:4687511-4688956
CG3251 2L:4688965-4690702
CG34351 2L:4694721-4722465
Taf12L 2L:4700835-4701485
CG15631 2L:4732413-4734458
CG15630 2L:4734592-4794044
CG42523 2L:4762895-4763951
CG3294 2L:4794549-4796581
Clect27 2L:4796600-4801923
CR45297 2L:4811711-4811945
CG15629 2L:4813009-4815891
CG3225 2L:4815613-4818245
mir-4910 2L:4817816-4817881
CG15628 2L:4821774-4828945
Fnta 2L:4829214-4830693
mir-4912 2L:4829980-4830039
Ir25a 2L:4830846-4835300
tank 2L:4835335-4837999
CG12194 2L:4838347-4841465
mxt 2L:4841482-4847295
CG11927 2L:4847766-4849499
mRpS2 2L:4849439-4850419
Mon1 2L:4850641-4852640
smog 2L:4852864-4876792
Cf2 2L:4876891-4883107
CG3008 2L:4883298-4885669
CG15625 2L:4889995-4891277
CR45716 2L:4891327-4891845
CG3036 2L:4892112-4903889
CG2837 2L:4903865-4906762
hoe1 2L:4908581-4932384
hoe2 2L:4933047-4936450
Sgs1 2L:4937409-4941423
CG14044 2L:4942742-4944305
mRpL24 2L:4944256-4945361
betaggt-I 2L:4945579-4948324
jet 2L:4948206-4949784
Jon25Biii 2L:4949941-4950767
Jon25Bii 2L:4952243-4953136
Jon25Bi 2L:4954279-4955144
Marcal1 2L:4955509-4958292
CG34124 2L:4958411-4965430
CR43824 2L:4963976-4965425
CG34125 2L:4965673-4966399
eIF3i 2L:4966367-4967775
Scox 2L:4967832-4968935
CG3756 2L:4969004-4970216
l(2)05714 2L:4970135-4973921
CG14043 2L:4971702-4973687
mRpL28 2L:4973976-4975316
Gmd 2L:4975300-4977023
CG3792 2L:4977312-4978567
CG8891 2L:4978484-4979379
CG8892 2L:4979513-4981592
CG34126 2L:4981614-4992702
Rtnl1 2L:4992808-5009720
CG31917 2L:5009931-5010834
Tfb5 2L:5009931-5010834
CG3887 2L:5010922-5012127
vkg 2L:5012144-5028191
Col4a1 2L:5029609-5037279
SP555 2L:5037709-5040818
CG14042 2L:5037709-5040818
CG31650 2L:5040648-5044712
CG33995 2L:5043270-5048365
CG44001 2L:5043270-5048365
CG44000 2L:5043270-5048365
CG9121 2L:5047818-5051062
eIF3h 2L:5051193-5053094
senju 2L:5052843-5054575
CG14036 2L:5054579-5055016
His3.3A 2L:5055058-5056149
CG31918 2L:5055982-5058248
Rpn11 2L:5058404-5059790
CR45291 2L:5060473-5060806
qtc 2L:5060815-5070750
CR43820 2L:5062636-5063442
mir-2495 2L:5068570-5068684
CR45305 2L:5070887-5071109
RpL37A 2L:5070957-5072055
pgant5 2L:5072170-5093592
CG5828 2L:5093976-5095910
CG4230 2L:5096227-5099294
ND-13A 2L:5099177-5100288
Msp300 2L:5100877-5207002
snoRNA:Psi28S-2263 2L:5187778-5187922
snmRNA:765 2L:5193471-5193516
snmRNA:128 2L:5196035-5196097
snoRNA:Psi18S-525k 2L:5202383-5202522
snmRNA:158 2L:5206205-5206361
Cyp28d2 2L:5207267-5209345
Cyp28d1 2L:5210460-5212445
CG7742 2L:5212395-5215081
CG14034 2L:5215189-5216542
TpnC25D 2L:5216701-5219053
tkv 2L:5219000-5271384
tRNA:Asp-GTC-2-1 2L:5240766-5240837
tRNA:Asp-GTC-1-1 2L:5241106-5241177
CR14033 2L:5242699-5244239
CR44744 2L:5258942-5259992
Cyp4ac1 2L:5264001-5265899
Cyp4ac2 2L:5266392-5268455
Cyp4ac3 2L:5268498-5270329
Bsg25D 2L:5271728-5278548
Bub1 2L:5278865-5283283
CR44743 2L:5287447-5288667
CR44742 2L:5287848-5288361
vri 2L:5288944-5311223
CR45730 2L:5297486-5297928
CG14024 2L:5311311-5314895
Ncoa6 2L:5315290-5326683
CR44985 2L:5326504-5326832
cype 2L:5327227-5327969
CG14022 2L:5327975-5328879
TotM 2L:5329857-5330464
fusl 2L:5330470-5338073
CG12512 2L:5339132-5342234
nompC 2L:5346200-5365760
CR42850 2L:5379095-5381074
CR44745 2L:5387551-5388632
H15 2L:5404280-5416593
CR43713 2L:5431842-5432604
CR43714 2L:5432822-5433522
CR43715 2L:5433676-5434236
CR31647 2L:5435582-5439277
snoRNA:Me28S-A2486 2L:5437634-5437749
mid 2L:5461639-5467610
CR45287 2L:5486905-5487191
CG14020 2L:5517737-5518949
CG7382 2L:5518893-5519896
cl 2L:5520135-5521382
Vps52 2L:5521281-5523898
CG6907 2L:5524139-5525809
CR44793 2L:5525738-5526943
Cap-D3 2L:5525905-5535958
CG31648 2L:5526957-5527854
CG31915 2L:5528123-5530682
CG7277 2L:5530620-5532223
tomb 2L:5535861-5536758
CG14015 2L:5536850-5539196
Hel25E 2L:5539326-5542314
Lam 2L:5542480-5546642
Oscillin 2L:5547086-5549614
CG14014 2L:5549709-5550835
CG18269 2L:5551838-5552756
CG14013 2L:5552843-5553850
CG14017 2L:5553897-5555137
GluRIIA 2L:5555072-5558994
GluRIIB 2L:5559342-5563502
CR44794 2L:5564811-5565755
snRNA:U4:25F 2L:5565619-5565766
CG14011 2L:5579580-5581116
CG7251 2L:5587115-5588414
CG18266 2L:5596833-5598636
DIP-eta 2L:5601723-5617946
CR44795 2L:5615230-5615661
CR44796 2L:5619794-5620280
Cyp6a16 2L:5620615-5623762
DIP-theta 2L:5626291-5658560
CR44822 2L:5631624-5632660
mir-959 2L:5640940-5641037
mir-960 2L:5641063-5641155
mir-961 2L:5641191-5641279
mir-962 2L:5641298-5641389
mir-963 2L:5641990-5642078
mir-964 2L:5642102-5642201
CR44821 2L:5661902-5662232
Hsp60C 2L:5662849-5670838
CG12511 2L:5678582-5679499
CR44819 2L:5690529-5691770
CR44820 2L:5690530-5691421
CG7236 2L:5706374-5713791
CG14007 2L:5715349-5716680
CR44818 2L:5715678-5716426
CG34011 2L:5716701-5718067
CG11149 2L:5718121-5720899
sip1 2L:5721051-5723944
CG11030 2L:5724656-5762420
CG14006 2L:5726415-5728811
CG11147 2L:5733675-5741244
CG11029 2L:5746157-5747961
obst-E 2L:5762553-5766142
CG9171 2L:5767002-5800253
CR31912 2L:5769752-5771537
CG31913 2L:5784031-5784893
CG14005 2L:5800517-5801975
CG7239 2L:5802220-5804030
CG11034 2L:5805395-5809063
CR44575 2L:5809702-5810216
CR44576 2L:5810352-5810835
CG43307 2L:5811574-5811925
CG31644 2L:5817890-5818443
TrissinR 2L:5824004-5856767
rau 2L:5859769-5879498
CG44574 2L:5883741-5884345
Sfp26Ac 2L:5884350-5884774
CG43185 2L:5884888-5885491
CG9029 2L:5886002-5886609
CR44577 2L:5887204-5887989
CR44578 2L:5888149-5888484
Acp26Ab 2L:5892298-5892862
Acp26Aa 2L:5892883-5893896
CR44579 2L:5899949-5900380
CG9021 2L:5903178-5904689
CR43808 2L:5904958-5906250
bchs 2L:5907169-5922776
CG14000 2L:5908927-5910289
CG9016 2L:5922876-5923653
CR43926 2L:5925205-5925961
dsf 2L:5925937-5939261
CR45288 2L:5940033-5940250
CR45289 2L:5941995-5942584
Sfp26Ad 2L:5942623-5943304
Gpdh 2L:5943643-5948968
CR44986 2L:5947647-5948397
CG9044 2L:5949450-5955235
CG13999 2L:5955312-5956466
CG13998 2L:5956489-5956819
Vm26Ab 2L:5957004-5957639
Vm26Ac 2L:5958005-5958631
Vm26Aa 2L:5959596-5960340
psd 2L:5963087-5964951
CG13992 2L:5965391-5967752
Ucp4C 2L:5968566-5969761
Ucp4B 2L:5969859-5971025
CR43465 2L:5969859-5971025
chic 2L:5972115-5981018
eIF4A 2L:5981764-5985909
ifc 2L:5986348-5988854
lid 2L:5989400-5999501
Tsp26A 2L:6000228-6003738
Gal 2L:6003574-6006827
CR43866 2L:6004167-6006333
CG9098 2L:6007364-6012338
H2.0 2L:6013059-6019402
CG13996 2L:6020835-6021718
CG9107 2L:6022951-6024539
CG9109 2L:6025870-6034423
mtm 2L:6034731-6037015
CG9117 2L:6036997-6037902
CG31643 2L:6038117-6041283
ade2 2L:6041181-6046050
mir-966 2L:6045627-6045713
slmo 2L:6046516-6048706
CG34179 2L:6046651-6048706
CG12393 2L:6048002-6050474
CG9135 2L:6050800-6053877
CG13995 2L:6054302-6060169
CG34180 2L:6060510-6060938
ND-51 2L:6060842-6062757
CG13994 2L:6062989-6063671
Fbw5 2L:6063562-6065953
CG9147 2L:6065997-6067635
CG9150 2L:6067668-6068594
Pfdn1 2L:6069079-6069838
CG9154 2L:6069790-6070686
Kr-h2 2L:6070990-6073961
CR43801 2L:6074251-6074796
CR9162 2L:6078453-6079736
CR44773 2L:6079764-6080128
Kr-h1 2L:6082603-6096498
CG45075 2L:6091412-6096498
CG9175 2L:6096698-6098966
stai 2L:6100377-6124653
CG31642 2L:6118512-6120522
Arpc4 2L:6125132-6125911
WDR79 2L:6125879-6127775
tctn 2L:6127872-6130651
B9d2 2L:6127872-6130651
CG9222 2L:6131023-6132484
CR45719 2L:6133258-6133674
CR44824 2L:6138867-6139309
CG13991 2L:6139382-6145010
Muc26B 2L:6151969-6153701
CG31639 2L:6153840-6155141
CG13989 2L:6160400-6161309
smal 2L:6179133-6211114
Ugt37b1 2L:6225048-6226842
CR44823 2L:6231807-6232160
Ddr 2L:6253123-6323466
AANATL2 2L:6255859-6256822
CG13983 2L:6263557-6264490
CR42735 2L:6271024-6271468
CG43922 2L:6308377-6308751
CG13984 2L:6308819-6309475
PDZ-GEF 2L:6323767-6332789
Pez 2L:6332881-6338671
Cpr 2L:6338836-6346280
CG9497 2L:6346430-6348427
CG9498 2L:6349393-6351034
ppk7 2L:6352324-6354331
ppk14 2L:6354956-6356672
CG9500 2L:6357005-6358318
CR44777 2L:6358345-6359994
CR44778 2L:6360403-6361385
CG9505 2L:6367882-6370190
slam 2L:6372388-6377284
DIP-epsilon 2L:6377771-6411326
CG9507 2L:6381266-6383419
CG42370 2L:6383435-6385512
CG42369 2L:6395853-6397249
CG13982 2L:6412315-6415335
Tig 2L:6415179-6423310
Fic 2L:6424336-6426371
CG9527 2L:6426724-6448403
retm 2L:6448464-6455929
frj 2L:6456052-6459008
Rchy1 2L:6459015-6465669
CG9531 2L:6466217-6467698
mmy 2L:6468538-6473904
CG9536 2L:6474438-6476975
Sec61alpha 2L:6477182-6480575
CR45463 2L:6480661-6480930
Daxx 2L:6480929-6487576
KFase 2L:6487342-6488756
epsilonCOP 2L:6489090-6490194
Phf5a 2L:6490155-6490843
CG31638 2L:6491061-6496988
CG9547 2L:6492974-6494532
CG9550 2L:6497053-6498466
CG31637 2L:6498647-6526996
CR44775 2L:6507424-6508404
eya 2L:6527447-6546976
CR44776 2L:6551854-6552436
IFT52 2L:6555717-6557502
COX5B 2L:6557800-6559308
CG9596 2L:6559426-6562289
COX5BL 2L:6559431-6560133
Ent2 2L:6562325-6564709
CG13766 2L:6564112-6566181
CG11319 2L:6568400-6601068
CG11050 2L:6611011-6617117
DIP-iota 2L:6617134-6621700
CR44913 2L:6619080-6619446
CG34345 2L:6623112-6625359
Oatp26F 2L:6625138-6632407
CG31635 2L:6632798-6649114
Tango1 2L:6649388-6654574
CG31633 2L:6654760-6656321
CG31636 2L:6656459-6658152
CG11070 2L:6658517-6662033
CG13771 2L:6662061-6663612
CG34310 2L:6663664-6674780
cup 2L:6663664-6674780
Galt 2L:6666264-6668033
Spn27A 2L:6671065-6673347
cort 2L:6674682-6676635
Nse1 2L:6676649-6677625
Nhe3 2L:6677835-6684364
CG11327 2L:6684842-6686712
Tsp 2L:6686791-6709086
AkhR 2L:6711286-6716186
Aatf 2L:6717625-6719389
homer 2L:6719394-6723359
Liprin-alpha 2L:6723903-6732766
TTLL3B 2L:6732866-6736149
TTLL3A 2L:6736364-6740188
CG11221 2L:6742502-6756133
CG31910 2L:6744663-6745622
snoRNA:Me28S-G2743 2L:6745000-6745078
CG44271 2L:6747421-6747914
CG11322 2L:6757864-6759628
LUBEL 2L:6759829-6772755
CG17378 2L:6774041-6778444
nrv1 2L:6778555-6786861
nrv2 2L:6789770-6798862
CR43610 2L:6799196-6799600
tRNA:Arg-CCT-1-1 2L:6799744-6799816
CG17376 2L:6799946-6800894
CG17377 2L:6801358-6802840
CG11236 2L:6803011-6804372
CG17375 2L:6804324-6805792
CR44081 2L:6812640-6813110
sens-2 2L:6821934-6838995
Rca1 2L:6852315-6853866
l(2)k09022 2L:6854142-6860849
Nha1 2L:6860905-6870389
CR44915 2L:6871335-6872536
CR44914 2L:6872714-6874378
Nlg2 2L:6874900-6906656
mir-932 2L:6902062-6902152
CG13773 2L:6906666-6907844
Rat1 2L:6908083-6911423
Wee1 2L:6911090-6914138
x16 2L:6914301-6920210
CG32829 2L:6915581-6916445
nop5 2L:6916753-6918743
snoRNA:nop5-x16-a 2L:6917210-6917310
Hrb27C 2L:6920704-6932057
CG43232 2L:6932121-6932954
CG18304 2L:6932545-6942814
Fgop2 2L:6943178-6945289
ihog 2L:6945464-6948808
Gas41 2L:6949310-6950207
SA 2L:6950421-6954586
CG13775 2L:6954357-6956950
CG3430 2L:6957008-6959104
Atac1 2L:6959099-6960328
CG10399 2L:6960377-6961653
sip2 2L:6961516-6964074
Coprox 2L:6964421-6965887
smt3 2L:6966780-6967644
snRNP-U1-70K 2L:6968711-6971737
CR43142 2L:6972243-6972796
uif 2L:6972828-7010359
CR44326 2L:6985961-6986750
CG43321 2L:7012262-7012803
CG43322 2L:7013396-7014737
ade3 2L:7014623-7023898
Pcp 2L:7021682-7022470
CG31908 2L:7024829-7027389
MME1 2L:7027526-7028959
Rab30 2L:7030493-7032606
Caper 2L:7032721-7037878
milt 2L:7037823-7056010
Mnn1 2L:7056301-7063586
CG31907 2L:7059214-7060851
Sem1 2L:7063986-7064467
Nuf2 2L:7064431-7065837
CG11289 2L:7067983-7069546
Pvf2 2L:7069536-7084635
CR44611 2L:7078895-7079399
CR46196 2L:7094515-7095248
Pvf3 2L:7098188-7157695
CR44612 2L:7142304-7145263
CR44610 2L:7174368-7174790
CR46210 2L:7176037-7176624
CR44613 2L:7177879-7178171
MICU1 2L:7182234-7185529
CG4496 2L:7185461-7190010
CG4497 2L:7190431-7194588
CG4502 2L:7194908-7204264
CG13784 2L:7204538-7220033
mEFG1 2L:7220369-7223081
CR44989 2L:7220567-7221093
Ndae1 2L:7223328-7249343
CG43799 2L:7227734-7228641
CG43800 2L:7232165-7232813
CG13786 2L:7250607-7252982
Wnt4 2L:7255419-7277171
CG31909 2L:7257512-7258198
wg 2L:7307159-7316265
CR45304 2L:7328944-7329519
Wnt6 2L:7333714-7352542
Wnt10 2L:7363379-7377528
CR44063 2L:7369646-7370503
ninaC 2L:7377702-7384344
CG5149 2L:7384486-7388253
gudu 2L:7388508-7390902
CG5160 2L:7390984-7398750
CR44079 2L:7399465-7399929
CG5171 2L:7401335-7404727
CR46205 2L:7404747-7404973
CG5177 2L:7405227-7408600
CG5181 2L:7408533-7409809
CG15818 2L:7410909-7412229
chm 2L:7412417-7422736
CR43857 2L:7423820-7425932
mir-275 2L:7425795-7425892
mir-305 2L:7425972-7426044
muc 2L:7426866-7430329
CG5958 2L:7430530-7433516
CG5973 2L:7437492-7445882
santa-maria 2L:7445355-7451244
Gr28a 2L:7452520-7454212
Gr28b 2L:7454826-7462247
CG6055 2L:7466543-7472493
Ziz 2L:7472513-7496307
CG6441 2L:7474704-7476952
Obp28a 2L:7496791-7497365
RapGAP1 2L:7497805-7578980
CR44082 2L:7519679-7520082
CR46063 2L:7567929-7568438
Spn28B 2L:7581924-7583333
CR45370 2L:7604243-7604563
Cyp4d21 2L:7605600-7607701
CG6739 2L:7608389-7616533
CR44799 2L:7636113-7636608
CR44800 2L:7636951-7637324
Slob 2L:7642005-7675078
Myo28B1 2L:7666047-7689459
CR44148 2L:7684482-7685341
CG18585 2L:7689311-7691061
CG7025 2L:7691109-7692683
CG43235 2L:7693030-7693821
Tep2 2L:7693727-7701601
Tep3 2L:7702805-7710690
CR44990 2L:7708100-7710456
Ntl 2L:7710880-7713991
tRNA:Tyr-GTA-3-1 2L:7711476-7711661
CG33296 2L:7713998-7716645
CG13793 2L:7716974-7719487
CG13794 2L:7719847-7722823
CG13795 2L:7723045-7726298
CR46074 2L:7724576-7724976
CG13796 2L:7727157-7732670
CG31904 2L:7734415-7738809
Acp1 2L:7740562-7741537
CG7214 2L:7743682-7744839
ATPsynGL 2L:7747275-7747874
CG7203 2L:7752170-7753186
CR45718 2L:7753183-7753383
CG46025 2L:7754174-7765915
CG7191 2L:7767628-7775033
CG7179 2L:7775804-7778029
Uro 2L:7780085-7781415
CG7164 2L:7781465-7782760
CG7154 2L:7782865-7786061
CG7149 2L:7786160-7790557
LKRSDH 2L:7791175-7795959
CR44825 2L:7795849-7796260
Herp 2L:7796314-7800058
